context_id	word	gold_sense_id	predict_sense_id	positions	context	context_wo	contextmorph	wordpos	feature_cos	feature_prob
1116	дымка	1	3	63-69	Застилавший окна туман вдруг начал розоветь, перешел в палевую дымку, и наконец голубой яркий свет хлынул через наклонные стекла	Застилавший окна туман вдруг начал розоветь, перешел в палевую   и наконец голубой яркий свет хлынул через наклонные стекла	застилать_VERB окно_NOUN туман_NOUN вдруг_ADV начинать_VERB розоветь_VERB переходить_VERB в_NOUN палевый_ADJ и_SCONJ наконец_ADV голубой_ADJ яркий_ADJ свет_NOUN хлынуть_VERB через_ADP наклонный_ADJ стекло_NOUN	дымка_NOUN	[0.43844008, 0.46379846, 0.57319057, 0.44885346, 0.43285888, 0.47402674, 0.45873332, 0.4513637, 0.40809014]	[0.577705622607616, 0.5815512427503744, 0.600917206265605, 0.5808856090758391, 0.5773639492080439, 0.58369692877848, 0.5835066087176511, 0.5793905188591655, 0.5747342971470635]
1117	дымка	1	3	35-42	Из окна, окутанного серою дождевою дымкой, виднелось ровное ржаное поле с бурым жнивьем	Из окна, окутанного серою дождевою   виднелось ровное ржаное поле с бурым жнивьем	из_ADP окно_NOUN окутывать_VERB серый_ADJ дождевой_ADJ виднеться_VERB ровный_ADJ ржаной_ADJ поле_NOUN с_NOUN бурый_ADJ жнивье_NOUN	дымка_NOUN	[0.5583992, 0.60394406, 0.44503304, 0.60985017, 0.5972498, 0.60976344, 0.52386016, 0.64278793, 0.6478605]	[0.5984711554314848, 0.6055397821196514, 0.5787824074906182, 0.6090898694596026, 0.6059782413377597, 0.6070061728082392, 0.5950918835293514, 0.6120885438507254, 0.6173127940357247]
1118	дымка	2	3	16-22	Ностальгическая дымка	Ностальгическая	ностальгический_ADJ	дымка_NOUN	[0.28264853, 0.21444859, 0.25778925, 0.23416257, 0.23212336, 0.24495022, 0.19572264, 0.25462192, 0.27434912]	[0.550332575106374, 0.5379737495790571, 0.5458892824412419, 0.5424686678826276, 0.5417255530400351, 0.5435501079067687, 0.535903867041078, 0.5450452300173664, 0.5504490546059955]
1119	дымка	2	4	0-6	дымка таинственности	таинственности	таинственность_NOUN	дымка_NOUN	[0.30137852, 0.28888077, 0.40833437, 0.29726675, 0.31608057, 0.29105565, 0.2675902, 0.31102663, 0.31582928]	[0.5536430544150494, 0.5510738756638044, 0.5723810084945816, 0.5538342251610017, 0.5567048171186667, 0.5516933499166946, 0.5490141384782553, 0.554950543650696, 0.5580125523103009]
1120	дымка	2	3	7-13	сквозь дымку воспоминаний	сквозь  воспоминаний	сквозь_ADP воспоминание_NOUN	дымка_NOUN	[0.49137494, 0.51521593, 0.518362, 0.5273698, 0.5402008, 0.47103974, 0.4256862, 0.5162079, 0.4395196]	[0.5869074277308912, 0.5904036102942936, 0.591492260019569, 0.594718821645955, 0.5961196334201037, 0.5831793456573529, 0.5775915804984018, 0.5905605166255588, 0.5803938580819159]
1121	дымка	2	7	10-16	волшебная дымка прошлого	волшебная  прошлого	волшебный_ADJ прошлое_NOUN	дымка_NOUN	[0.36014977, 0.33926344, 0.4156511, 0.31312972, 0.33633134, 0.35752857, 0.3127663, 0.37208247, 0.3912272]	[0.5639985567578054, 0.5599023192112303, 0.5736592874249739, 0.5566829093745032, 0.5603035224994352, 0.5633842243030825, 0.5572217745662572, 0.565623423985988, 0.571689569166221]
1122	дымка	2	3	151-157	Видно, и его пронзили эти совсем простые, но такие правдивые строчки, напомнив ему «тихие медовые глаза», давно уже как бы растворившиеся в магической дымке прошлого	Видно, и его пронзили эти совсем простые, но такие правдивые строчки, напомнив ему «тихие медовые глаза», давно уже как бы растворившиеся в магической  прошлого	видно_ADV и_SCONJ он_PRON пронзать_VERB этот_DET совсем_ADV простой_ADJ но_SCONJ такой_DET правдивый_ADJ строчка_NOUN напоминать_VERB он_PRON тихий_ADJ медовый_ADJ глаз_NOUN давно_ADV уже_ADV как_ADV бы_PART растворяться_VERB в_NOUN магический_ADJ прошлое_NOUN	дымка_NOUN	[0.38130924, 0.35563433, 0.29105183, 0.39237562, 0.35111168, 0.43265334, 0.36680123, 0.41876358, 0.40177423]	[0.567713717335944, 0.5627630926353752, 0.5517703717628759, 0.5708546083981679, 0.562926123247459, 0.5765118086152511, 0.566997608718288, 0.5737432126422554, 0.5735945652503539]
1123	дымка	2	4	133-139	Представление о своей великой, но секретной миссии в мире, необъяснимые детали биографии – все казалось мне странным. […] И главное, дымка секретности, окружавшая каждый его шаг!	Представление о своей великой, но секретной миссии в мире, необъяснимые детали биографии – все казалось мне странным. […] И главное,  секретности, окружавшая каждый его шаг!	представление_NOUN о_INTJ свой_DET великий_ADJ но_SCONJ секретный_ADJ миссия_NOUN в_NOUN мир_NOUN необъяснимый_ADJ деталь_NOUN биография_NOUN все_PRON казаться_VERB я_PRON странный_ADJ и_PART главное_ADV секретность_NOUN окружать_VERB каждый_DET он_PRON шаг_NOUN	дымка_NOUN	[0.32470533, 0.338887, 0.42664677, 0.35152364, 0.37411872, 0.30768204, 0.28670874, 0.35310093, 0.36696583]	[0.5577593290670851, 0.559836497946614, 0.5755784227940804, 0.5635619640444236, 0.5670014219970603, 0.5546233860814364, 0.5524911358702022, 0.5623113908134175, 0.5672995145977741]
1124	дымка	2	3	33-40	Жизнь моряка всегда была окутана дымкой романтических приключений	Жизнь моряка всегда была окутана  романтических приключений	жизнь_NOUN моряк_NOUN всегда_ADV быть_VERB окутывать_VERB романтический_ADJ приключение_NOUN	дымка_NOUN	[0.6153282, 0.63707423, 0.7190082, 0.70341074, 0.6338008, 0.60908216, 0.5715577, 0.6442021, 0.5718399]	[0.6082083396155101, 0.6111416125508956, 0.6256054473547135, 0.6251641561117309, 0.6122500620836269, 0.6068902809890784, 0.6035107853546577, 0.6123267522102805, 0.6039737700848303]
1125	дымка	2	3	56-63	Эти воспоминания уже обволоклись светлой обезболивающей дымкой	Эти воспоминания уже обволоклись светлой обезболивающей	этот_DET воспоминание_NOUN уже_ADV обволакиваться_VERB светлый_ADJ обезболивающий_ADJ	дымка_NOUN	[0.44651765, 0.4380011, 0.4536054, 0.50523436, 0.47473896, 0.42545173, 0.39092088, 0.49014652, 0.39627644]	[0.5791134283480882, 0.5770895276987024, 0.580273955508222, 0.5908331291369144, 0.5847112981134669, 0.5752577414321577, 0.5713449522679228, 0.5860817489848763, 0.5726018344934085]
1126	дымка	2	7	190-196	Издалека все люди казались Нине Александровне смазанными и немного прозрачными; приближаясь, человек густел, обрастал румянцем, шубой, иногда и бородой, теряя при этом какую-то пленительную дымку	Издалека все люди казались Нине Александровне смазанными и немного прозрачными; приближаясь, человек густел, обрастал румянцем, шубой, иногда и бородой, теряя при этом какую-то пленительную	издалека_ADV все_PRON человек_NOUN казаться_VERB нина_NOUN александровна_NOUN смазывать_VERB и_SCONJ немного_ADV прозрачный_ADJ приближаться_VERB человек_NOUN густеть_VERB обрастать_VERB румянец_NOUN шуба_NOUN иногда_ADV и_SCONJ борода_NOUN терять_VERB при_ADP это_PRON какой_DET то_PART пленительный_ADJ	дымка_NOUN	[0.5472931, 0.53929377, 0.52373827, 0.58449966, 0.6109837, 0.58414054, 0.53395027, 0.6742552, 0.58202654]	[0.5693964207530495, 0.5679178062873789, 0.5663844728457134, 0.5753214387548774, 0.5779862655529685, 0.5738240614530056, 0.5696259924018704, 0.5846081828829611, 0.576109281960124]
1127	дыхание	4.2	4		тайны	тайны	тайна_NOUN	дыхание_NOUN	[0.16367936, 0.10299042, 0.18328439, 0.09659137, 0.2677678, 0.22239092, 0.1145527, 0.20167992, 0.18367492]	[0.5275855249402099, 0.5172661603667242, 0.5312165243226087, 0.5166412573304098, 0.5448394106756104, 0.5371456555570696, 0.5202561933396839, 0.5354135932985986, 0.5322163099469621]
1128	дыхание	4.2	4	0-8	Дыхание тайны	тайны	тайна_NOUN	дыхание_NOUN	[0.16367936, 0.10299042, 0.18328439, 0.09659137, 0.2677678, 0.22239092, 0.1145527, 0.20167992, 0.18367492]	[0.5275855249402099, 0.5172661603667242, 0.5312165243226087, 0.5166412573304098, 0.5448394106756104, 0.5371456555570696, 0.5202561933396839, 0.5354135932985986, 0.5322163099469621]
1129	дыхание	4.2	4	37-45	В его юношеских стихах чувствовалось дыхание истинного таланта	В его юношеских стихах чувствовалось  истинного таланта	в_NOUN он_PRON юношеский_ADJ стих_NOUN чувствоваться_VERB истинный_ADJ талант_NOUN	дыхание_NOUN	[0.32920694, 0.33739358, 0.4181761, 0.3263506, 0.4420233, 0.4350503, 0.26116505, 0.38854864, 0.371501]	[0.5553116478933233, 0.5563455706118025, 0.5708357292224526, 0.5560100777144737, 0.5736786480766677, 0.5722898873445641, 0.5460756327635433, 0.5679184406907766, 0.5648832081882466]
1130	дыхание	4.2	4	0-8	Дыхание эпохи – вот что покоряет в фильмах Германа	эпохи – вот что покоряет в фильмах Германа	эпоха_NOUN вот_PART что_PRON покорять_VERB в_NOUN фильм_NOUN герман_NOUN	дыхание_NOUN	[0.1665537, 0.11984038, 0.15477873, 0.117448516, 0.22405328, 0.21317475, 0.099051654, 0.10970153, 0.14410704]	[0.5280689406104622, 0.5200882064689807, 0.5263713448848452, 0.5202310593696091, 0.5375493767205316, 0.5356116162470235, 0.5175175763079513, 0.5192855599245098, 0.5252896288303741]
1131	дыхание	4.2	4	39-47	Гуляя по Кадашевской слободе, ощущаешь дыхание прошлого	Гуляя по Кадашевской слободе, ощущаешь  прошлого	гулять_VERB по_ADP кадашевская_NOUN слобода_NOUN ощущать_VERB прошлое_NOUN	дыхание_NOUN	[0.47778437, 0.44461533, 0.50777507, 0.4373349, 0.5527244, 0.48423284, 0.34944242, 0.43806404, 0.4562709]	[0.5799136428207947, 0.5740206269092218, 0.5857399965157001, 0.5748083357339047, 0.591755234816614, 0.5803280289882865, 0.561512055485526, 0.5764458272277659, 0.5794609787082866]
1132	дыхание	4.2	4	0-8	Дыхание поэзии и истории завораживает на всех улицах, и только новый район города – «Дефанс» – не имеет ничего общего с моим любимым Парижем	поэзии и истории завораживает на всех улицах, и только новый район города – «Дефанс» – не имеет ничего общего с моим любимым Парижем	поэзия_NOUN и_SCONJ история_NOUN завораживать_VERB на_ADP все_PRON улица_NOUN и_SCONJ только_PART новый_ADJ район_NOUN город_NOUN дефанс_NOUN не_PART иметь_VERB ничего_ADV общий_ADJ с_NOUN мой_DET любимый_ADJ париж_NOUN	дыхание_NOUN	[0.31457102, 0.29426837, 0.31121415, 0.277332, 0.39798522, 0.3773574, 0.18170582, 0.3549777, 0.29824865]	[0.5528713813045211, 0.5491935139630907, 0.5528757721566884, 0.5476527666978654, 0.5664296203123632, 0.562812233569605, 0.5321041442884714, 0.5621136272420136, 0.5521941131013401]
